,f1_pos,f1_macro,prec,rec,execution_time(sec),tp,fp,fn,tn,shape train data,shape test data
0,0.0,0.42700156985871274,0.0,0.0,1.16,272,0,93,0,"(2000, 26692)","(365, 26692)"
